"","NC1","NC2","NC3","SF1","SF2","SF3","SN1","SN2","SN3","10","11","12","13"
"Group","NC","NC","NC","SF","SF","SF","SN","SN","SN","AOV p-value","AOV F-value","KWT p-value","KWT Chi-squared"
"X726.751754","79.969664","88.493346","85.074754","95.800421","97.208301","96.433201","79.947686","82.428069","90.403523","0.0156035890909286","9.00548620531064","0.0664629179866731","5.42222222222222"
"X728.188022","79.745167","88.350448","84.895847","95.839001","97.230099","96.461604","80.09368","82.545392","90.490859","0.0152815579239457","9.08923196359008","0.0664629179866731","5.42222222222222"
"X729.62429","79.533607","88.218089","84.724763","95.881902","97.248605","96.489126","80.254166","82.671853","90.584845","0.0149582084143431","9.17572212515026","0.0664629179866731","5.42222222222222"
"X731.060558","79.327354","88.097821","84.557772","95.926053","97.267592","96.51893","80.420182","82.793481","90.678991","0.0146401268377818","9.26327050991818","0.0664629179866731","5.42222222222222"
"X732.496827","79.120351","87.981858","84.397848","95.97137","97.287547","96.547046","80.603201","82.923083","90.776491","0.0143120184614928","9.35627671028525","0.0664629179866731","5.42222222222222"
"X733.933095","78.906436","87.857314","84.235468","96.017731","97.307006","96.576377","80.789993","83.046814","90.876287","0.0139521187259051","9.46162085312478","0.0664629179866731","5.42222222222222"
"X735.369363","78.691015","87.720575","84.057014","96.06444","97.322827","96.612838","80.98729","83.182621","90.972275","0.0134661838630991","9.60974801751709","0.0664629179866731","5.42222222222222"
"X736.805632","78.462381","87.572458","83.874862","96.113679","97.337904","96.648085","81.17145","83.31234","91.068829","0.0129840754722002","9.76392501952805","0.0664629179866731","5.42222222222222"
"X738.2419","78.232685","87.417521","83.691062","96.161016","97.360703","96.679721","81.360841","83.448625","91.16459","0.0124587039530493","9.94087471502338","0.0664629179866731","5.42222222222222"
"X739.678168","77.999599","87.262775","83.504805","96.203142","97.383012","96.711216","81.539431","83.579339","91.255613","0.011952199745608","10.121152222189","0.0608100626252179","5.6"
"X741.114436","77.762298","87.10739","83.31784","96.248942","97.400079","96.740935","81.71796","83.715265","91.344764","0.0114455361146721","10.3119764721481","0.0608100626252179","5.6"
"X742.550705","77.513425","86.94691","83.119736","96.298098","97.417913","96.77032","81.885271","83.843041","91.427939","0.0109324237443782","10.5170660457191","0.0608100626252179","5.6"
"X743.986973","77.264602","86.784956","82.914359","96.34081","97.439793","96.79956","82.057995","83.977343","91.510418","0.0104073226734024","10.7406807102432","0.0608100626252179","5.6"
"X745.423241","77.001491","86.616266","82.696355","96.377007","97.463876","96.826666","82.223075","84.104707","91.590357","0.00990161470517124","10.9707347472867","0.0608100626252179","5.6"
"X746.85951","76.742616","86.444283","82.472677","96.411292","97.487647","96.855391","82.394061","84.240103","91.672028","0.00938005416329465","11.2250173905917","0.0608100626252179","5.6"
"X748.295778","76.477267","86.267606","82.246086","96.445404","97.506085","96.876307","82.551644","84.368004","91.75022","0.00889499395407314","11.4790267001236","0.0509058323363985","5.95555555555556"
"X749.732046","76.215057","86.095648","82.024208","96.476687","97.524793","96.895244","82.711791","84.503766","91.825819","0.00842954472413828","11.74076021434","0.0509058323363985","5.95555555555556"
"X751.168314","75.942389","85.92456","81.803956","96.503813","97.541834","96.918469","82.862032","84.632758","91.890543","0.00799182541702098","12.0051125975369","0.0509058323363985","5.95555555555556"
"X752.604583","75.660585","85.750349","81.586515","96.532337","97.554236","96.936373","83.015253","84.764801","91.94979","0.00756777428264984","12.2802994282746","0.0509058323363985","5.95555555555556"
"X754.040851","75.369002","85.567011","81.358984","96.559951","97.564389","96.955026","83.161577","84.890745","92.002264","0.00714398004500179","12.5766660983069","0.0509058323363985","5.95555555555556"
"X755.477119","75.078166","85.383441","81.127219","96.58414","97.572792","96.978911","83.307377","85.023458","92.045658","0.00671670364823908","12.9001977530128","0.0509058323363985","5.95555555555556"
"X756.913388","74.776406","85.193485","80.892435","96.608674","97.584669","96.996471","83.438984","85.149776","92.083813","0.00632110283735003","13.2252091129324","0.0509058323363985","5.95555555555556"
"X758.349656","74.481706","84.998046","80.661321","96.627943","97.59644","97.011437","83.571464","85.281224","92.120686","0.00593222476774745","13.5722721037781","0.0389902195744872","6.48888888888889"
"X759.785924","74.184359","84.80366","80.427778","96.646268","97.599277","97.026692","83.689437","85.400133","92.153044","0.00558573912119101","13.908083033688","0.0389902195744872","6.48888888888889"
"X761.222192","73.883934","84.607165","80.194052","96.671928","97.60201","97.039906","83.810165","85.522643","92.187358","0.00525439081250562","14.2562780851253","0.0389902195744872","6.48888888888889"
"X762.658461","73.573982","84.399632","79.955472","96.693109","97.608986","97.054228","83.923365","85.635653","92.222641","0.00494227316321242","14.6121485369954","0.0389902195744872","6.48888888888889"
"X764.094729","73.266702","84.195482","79.714262","96.70745","97.617013","97.067704","84.039778","85.75212","92.264051","0.00465831508885516","14.9629764731906","0.0389902195744872","6.48888888888889"
"X765.530997","72.956855","83.990934","79.466483","96.724287","97.628662","97.082419","84.15125","85.866833","92.312732","0.00439880232069507","15.3094980986406","0.0273237224472925","7.2"
"X766.967266","72.65325","83.783848","79.221823","96.745621","97.643472","97.098618","84.268751","85.984748","92.366577","0.00414358048985825","15.6779551494032","0.0273237224472925","7.2"
"X768.403534","72.341582","83.579216","78.975656","96.772244","97.661531","97.109892","84.385989","86.093891","92.422205","0.00391645862376285","16.0322473719965","0.0273237224472925","7.2"
"X769.839802","72.034205","83.384233","78.734729","96.79949","97.679075","97.125582","84.518169","86.210847","92.475802","0.00369993756176638","16.3964889337265","0.0273237224472925","7.2"
"X771.276071","71.720265","83.190636","78.495651","96.827816","97.690315","97.145601","84.648068","86.319292","92.521868","0.00350131843280082","16.7565322621387","0.0273237224472925","7.2"
"X772.712339","71.404966","82.998957","78.258865","96.862257","97.704601","97.160606","84.786505","86.435116","92.571566","0.00331439351719692","17.1211700352472","0.0273237224472925","7.2"
"X774.148607","71.091918","82.811488","78.02002","96.89479","97.723823","97.177334","84.919154","86.54812","92.623639","0.00314615601629604","17.4736136192085","0.0273237224472925","7.2"
"X775.584875","70.793713","82.633574","77.789336","96.922279","97.738622","97.196509","85.053451","86.66521","92.671579","0.00298880945355191","17.8267663735768","0.0273237224472925","7.2"
"X777.021144","70.496301","82.458318","77.567139","96.946832","97.747734","97.215501","85.181239","86.77936","92.713966","0.00284813566766707","18.1641597276147","0.0273237224472925","7.2"
"X778.457412","70.217855","82.29173","77.354865","96.967665","97.75264","97.236123","85.309836","86.896414","92.754617","0.00271515510613975","18.5041875936641","0.0273237224472925","7.2"
"X779.89368","69.951424","82.130778","77.144191","96.990576","97.758023","97.248459","85.430762","87.00576","92.79397","0.0025935926627364","18.8350403304959","0.0273237224472925","7.2"
"X781.329949","69.699398","81.976493","76.950682","97.014371","97.763882","97.256573","85.556725","87.120714","92.837886","0.00248157676525861","19.1587547076964","0.0273237224472925","7.2"
"X782.766217","69.457895","81.832819","76.770648","97.033497","97.76385","97.270675","85.674243","87.225906","92.886671","0.00239061771912725","19.4362985325146","0.0273237224472925","7.2"
"X784.202485","69.242558","81.702256","76.602205","97.04707","97.767688","97.286425","85.799393","87.34189","92.940322","0.00230198740959025","19.7206249788302","0.0273237224472925","7.2"
"X785.638753","69.03941","81.576818","76.447914","97.058574","97.77985","97.302907","85.921699","87.460311","92.990802","0.00221732181114643","20.0062063979678","0.0273237224472925","7.2"
"X787.075022","68.856228","81.466813","76.311984","97.081341","97.790704","97.31571","86.049156","87.577113","93.034011","0.00213744964430384","20.2892743722802","0.0273237224472925","7.2"
"X788.51129","68.690202","81.370437","76.182574","97.108419","97.800266","97.324006","86.17832","87.686115","93.064803","0.00206064374199494","20.5751039607071","0.0273237224472925","7.2"
"X789.947558","68.547364","81.28313","76.067519","97.12321","97.807472","97.341193","86.311461","87.800792","93.084803","0.00198135838084801","20.885458150909","0.0273237224472925","7.2"
"X791.383827","68.411573","81.200018","75.963449","97.137577","97.812085","97.360184","86.433401","87.909376","93.104583","0.00191204932015822","21.1706441510229","0.0273237224472925","7.2"
"X792.820095","68.293382","81.129093","75.875005","97.151702","97.820905","97.371129","86.555728","88.020804","93.135659","0.00185364925605394","21.4218598326693","0.0273237224472925","7.2"
"X794.256363","68.180727","81.067682","75.794751","97.15598","97.826397","97.380377","86.662305","88.118278","93.170486","0.00181240015981024","21.6057471835534","0.0273237224472925","7.2"
"X795.692631","68.082257","81.012126","75.728393","97.160218","97.824967","97.387465","86.76272","88.212685","93.200823","0.00177444275715403","21.7799593804673","0.0273237224472925","7.2"
"X797.1289","67.991715","80.957651","75.671425","97.163351","97.827297","97.391905","86.849142","88.29821","93.21982","0.00173811176845032","21.9514250596034","0.0273237224472925","7.2"
"X798.565168","67.913476","80.907984","75.614333","97.167518","97.834006","97.391109","86.925571","88.377899","93.23134","0.00170162298297478","22.1285140134065","0.0273237224472925","7.2"
"X800.001436","67.838637","80.855587","75.555702","97.178462","97.838589","97.378951","86.988809","88.443269","93.242353","0.00166786251671017","22.296931138278","0.0273237224472925","7.2"
"X801.437705","67.773438","80.81028","75.511023","97.182026","97.838205","97.369165","87.055746","88.508012","93.257013","0.00163941656904519","22.4424042072593","0.0273237224472925","7.2"
"X802.873973","67.701058","80.772997","75.459731","97.18163","97.833598","97.368639","87.120796","88.571084","93.27033","0.00161829725430954","22.5526034745047","0.0273237224472925","7.2"
"X804.310241","67.635461","80.732643","75.406504","97.187899","97.830119","97.366038","87.192722","88.644666","93.28062","0.00158835052177197","22.7121941086706","0.0273237224472925","7.2"
"X805.746509","67.562147","80.682754","75.354388","97.199424","97.829516","97.359312","87.261336","88.714988","93.287288","0.00155651362151156","22.8863178534863","0.0273237224472925","7.2"
"X807.182778","67.486006","80.638239","75.298454","97.222345","97.831343","97.355682","87.340363","88.793528","93.294463","0.00152431399838012","23.0673235255089","0.0273237224472925","7.2"
"X808.619046","67.409974","80.594062","75.23853","97.24507","97.833814","97.362775","87.424647","88.875712","93.299696","0.0014894390661179","23.2692097271901","0.0273237224472925","7.2"
"X810.055314","67.335675","80.542545","75.177961","97.257138","97.833887","97.37812","87.520274","88.970071","93.307561","0.00144839609953159","23.5150309983794","0.0273237224472925","7.2"
"X811.491583","67.244038","80.480864","75.098615","97.272096","97.834372","97.388607","87.616997","89.068956","93.323161","0.00140764432948798","23.7684737382373","0.0273237224472925","7.2"
"X812.927851","67.14439","80.418426","75.010359","97.28653","97.837384","97.396354","87.718331","89.171656","93.345548","0.00136974201723701","24.0131353951902","0.0273237224472925","7.2"
"X814.364119","67.021371","80.34936","74.913807","97.296773","97.841597","97.407428","87.815153","89.266616","93.368559","0.00133844756362435","24.2220483419839","0.0273237224472925","7.2"
"X815.800387","66.893582","80.272329","74.81367","97.308598","97.850058","97.417797","87.911876","89.363021","93.388117","0.00130415042858003","24.4586190509622","0.0273237224472925","7.2"
"X817.236656","66.75171","80.183505","74.698797","97.31745","97.861067","97.425631","87.992328","89.448473","93.395505","0.00126961201874894","24.7053886233449","0.0273237224472925","7.2"
"X818.672924","66.587436","80.083752","74.566427","97.326337","97.869783","97.429183","88.064705","89.528371","93.394601","0.00123688604437096","24.9476111186488","0.0273237224472925","7.2"
"X820.109192","66.397781","79.972709","74.417845","97.326648","97.874291","97.42801","88.123243","89.590209","93.391459","0.00121062626988652","25.1482385885615","0.0273237224472925","7.2"
"X821.545461","66.185073","79.855858","74.245787","97.310652","97.870299","97.427095","88.175848","89.646461","93.389131","0.0011900588736007","25.3094721942366","0.0273237224472925","7.2"
"X822.981729","65.922697","79.719294","74.030871","97.30256","97.859575","97.423964","88.211333","89.695996","93.385071","0.00117378723295153","25.4396858134867","0.0273237224472925","7.2"
"X824.417997","65.626954","79.560125","73.788429","97.302009","97.852241","97.416269","88.231498","89.734987","93.378882","0.00115686256203101","25.5777039230621","0.0273237224472925","7.2"
"X825.854265","65.284315","79.384443","73.515087","97.294803","97.84933","97.409413","88.236688","89.763379","93.373365","0.00114683836954647","25.6607257319352","0.0273237224472925","7.2"
"X827.290534","64.903313","79.203983","73.218856","97.299112","97.846355","97.406428","88.240964","89.801213","93.376387","0.00114346010721746","25.6889232624671","0.0273237224472925","7.2"
